Id,Word,Transcription
85091,SLOTTED,S L AA T IH D
85092,INTRAOCULAR,IH N T R AH OW K Y UW L ER
85093,SEPARATE,S EH P R AH T
85094,HELBIG,HH EH L B IH G
85095,CONJUGATED,K AA N JH AH G EY T IH D
85096,VELLA,V EH L AH
85097,SELVEY,S EH L V IY
85098,RATIFIED,R AE T AH F AY D
85099,GIAMBRONE,JH AA M B R OW N IY
85100,RABBITLIKE,R AE B AH T L AY K
85101,EXCISES,EH K S AY Z IH Z
85102,REQUISITION,R EH K W AH Z IH SH AH N
85103,BLOODHOUNDS,B L AH D HH AW N Z
85104,CYWINSKI,K IH V IH N S K IY
85105,MENTOR'S,M EH N T AO R Z
85106,ALLENDE,AA Y EH N D EY
85107,BARKDOLL,B AA R K D AH L
85108,GILBERTSON,G IH L B ER T S AH N
85109,HURLBUT,HH ER L B AH T
85110,WIMER,W AY M ER
85111,CONTE,K AO N T EY
85112,DONIS,D OW N IH S
85113,HOODS,HH UH D Z
85114,ANNIVERSARY,AE N AH V ER S ER IY
85115,FREDIANI,F R EH D IY AA N IY
85116,TSURUMI,T S UW R UW M IY
85117,SERVICEMASTER,S ER V IH S M AE S T ER
85118,DUMBING,D AH M IH NG
85119,JOSKE'S,JH AO S K IY Z
85120,DRANE,D R EY N
85121,LEIPHART,L AY P HH AA R T
85122,UKRAINIAN,Y UW K R EY N IY AH N
85123,JAUCH,JH AO CH
85124,FAIT,F EY T
85125,MISNOMER,M IH S N OW M ER
85126,VALLETTE,V AE L EH T
85127,ALLWASTE,AO L W EY S T
85128,EXPANSIONISM,IH K S P AE N CH AH N IH Z AH M
85129,NOAM,N OW M
85130,DECAYS,D AH K EY Z
85131,BEURY'S,B ER IY Z
85132,WOODMAN,W UH D M AH N
85133,DELOITTE,D AH L OY T
85134,HOMOPHOBIA,HH OW M AH F OW B IY AH
85135,OSTERBERG,AA S T ER B ER G
85136,TRUBEY,T R UW B IY
85137,MORMILE,M AO R M AY L
85138,PERINE,P ER IY N IY
85139,STOGDILL,S T AA G D IH L
85140,DEVALUATE,D IH V AE L Y UW EY T
85141,GONDOLA,G AA N D AH L AH
85142,BEECROFT,B IY K R AO F T
85143,SHARPIE,SH AA R P IY
85144,NEW-ORLEANS,N Y UW AO R L IY N Z
85145,OLICK,OW L IH K
85146,WAUTERS,W AW T ER Z
85147,RASTER,R AE S T ER
85148,MARCESSA'S,M AA R S EH S AH Z
85149,SALAMON,S AE L AH M AH N
85150,PERFORATE,P ER F ER EY T
85151,RIFENBURGH,R IH F AH N B ER G
85152,KNUTSON,N UW T S AH N
85153,METALLICA,M AH T AE L IH K AH
85154,HUIZAR,HH IH Z AA R
85155,CONTRAS,K AO N T R AH Z
85156,NITRO,N IH T R OW
85157,EXAMS,IH G Z AE M Z
85158,DATAQUEST'S,D AE T AH K W EH S T S
85159,SEASONAL,S IY Z AH N AH L
85160,CHEATS,CH IY T S
85161,ADABELLE,AE D AH B AH L
85162,GRUNDIG,G R AH N D IH G
85163,DISSENTED,D IH S EH N T IH D
85164,AMORIST,AE M ER AH S T
85165,HAYWIRE,HH EY W AY R
85166,EMBARKING,EH M B AA R K IH NG
85167,TRAMONTE,T R AA M OW N T IY
85168,ANNOUNCER,AH N AW N S ER
85169,ADJOURN,AH JH ER N
85170,OLAYAN,OW L AY AH N
85171,DIJON,D IY ZH AA N
85172,BOLANCIK,B AH L AE N S AH K
85173,PLINIUS,P L IH N IY AH S
85174,BAUGH,B AO
85175,SAMBO,S AE M B OW
85176,GALAMBOS,G AA L AA M B OW Z
85177,RECESSIONARY,R IY S EH SH AH N EH R IY
85178,PRITT,P R IH T
85179,MCCLENATHAN,M AH K L EH N AH TH AH N
85180,EDUARDO,EH D W AA R D OW
85181,CULPA,K AH L P AH
85182,BARLOON,B AA R L UW N
85183,UNCORROBORATED,AH N K ER AA B ER EY T IH D
85184,APPREHENDED,AE P R IH HH EH N D AH D
85185,MASSENGILL,M AE S AH N G IH L
85186,DUNAVAN,D AH N AH V AE N
85187,MUCKLEROY,M AH K L ER OY
85188,CRAYFISH,K R EY F IH SH
85189,BENBROOK,B EH N B R UH K
85190,CLENDENEN,K L EH N D AH N AH N
85191,SHOCKING,SH AA K IH NG
85192,COSIC,K AA S IH K
85193,DELAVAN,D EH L AH V AH N
85194,PIPE,P AY P
85195,REREADING,R IY R IY D IH NG
85196,TURN,T ER N
85197,JON,JH AA N
85198,SCHIELKE,SH IY L K
85199,ARIADNE,EH R IY AE D N IY
85200,ONEALL,AA N AH L
85201,STOFFEL,S T AA F AH L
85202,MOTORCYCLISTS,M OW T ER S AY K AH L IH S T S
85203,NESI,N EH S IY
85204,BEWLEY,B Y UW L IY
85205,OUNSTED,AW N S T EH D
85206,FUJISAWA,F UW JH IH S AA W AH
85207,TRIVIALIZED,T R IH V Y AH L AY Z D
85208,STANDIFER,S T AE N D IH F ER
85209,COOKOUTS,K UH K AW T S
85210,HONORA,AO N AO R AH
85211,BABICH,B AE B IH CH
85212,RADIAL,R EY D IY AH L
85213,BOISE,B OY S IY
85214,LIDEN,L AY D AH N
85215,SHAKESPEAREAN,SH EY K S P IH R IY AH N
85216,PORTELA,P AO R T EH L AH
85217,COMPONENT,K AH M P OW N AH N T
85218,PUERTO_RICAN,P AO R T AH R IY K AH N
85219,PAEK,P IY K
85220,FIERRO,F IH R OW
85221,DREISBACH,D R AY S B AA K
85222,NUSS,N AH S
85223,MARVIN,M AA R V IH N
85224,PRESERVE,P R IH Z ER V
85225,NEVERMIND,N EH V ER M AY N D
85226,CATCHINGS,K AE CH IH NG Z
85227,LAHORE,L AA HH AO R
85228,RECOGNIZABLE,R EH K AH G N AY Z AH B AH L
85229,TAILINGS,T EY L IH NG Z
85230,CONTORTED,K AH N T AO R T AH D
85231,KINGRY,K IH NG G ER IY
85232,DISTEFANO,D IH S T EH F AA N OW
85233,TRUICKO,T R UW K OW
85234,REALTOR'S,R IY L T ER Z
85235,KANADY,K AE N AH D IY
85236,MOORLANDS,M UH R L AE N D Z
85237,READER,R IY D ER
85238,MACPHEE,M AH K F IY
85239,SPINFIZZ,S P IH N F IH Z
85240,APPRAISING,AH P R EY Z IH NG
85241,PERNOD'S,P ER N AA D Z
85242,PICARIELLO,P IY K AA R IY EH L OW
85243,ELLENBERGER,EH L AH N B ER G ER
85244,RODNEY,R AA D N IY
85245,DEMAR,D IH M AA R
85246,MIRADA,M IH R AA D AH
85247,FORSTMANN,F AO R S T M AH N
85248,DATES,D EY T S
85249,BERTHOLD,B ER TH OW L D
85250,WIMMER,W IH M ER
85251,BAEK,B IY K
85252,ALBINA,AA L B IY N AH
85253,UTZINGER,AH T Z IH NG ER
85254,NEW-MEXICAN,N UW M EH K S IH K AH N
85255,MUSKIE'S,M AH S K IY Z
85256,MOSCATO,M OW S K AA T OW
85257,SCHUETT,S K UW T
85258,PEMBER,P EH M B ER
85259,RUNKEL,R AH NG K AH L
85260,HITTLE,HH IH T AH L
85261,CREWEL,K R UW AH L
85262,MOPING,M OW P IH NG
85263,MELI,M EH L IY
85264,PROSCRIBED,P R OW S K R AY B D
85265,EQUILIBRIUM,IY K W AH L IH B R IY AH M
85266,GUMUCIO,G Y UW M Y UW S IY OW
85267,KNIGHTS,N AY T S
85268,TRAM,T R AE M
85269,AOSHIMA,AW SH IY M AH
85270,NOTABLY,N OW T AH B L IY
85271,BUDGETEERS,B AH JH IH T IH R Z
85272,JIMMY,JH IH M IY
85273,BIFFLE,B IH F AH L
85274,ROYER,R OY ER
85275,BERTUCCI,B ER T UW CH IY
85276,ENTERTAINING,EH N ER T EY N IH NG
85277,UNDERNOURISH,AH N D ER N ER IH SH
85278,CENTIMETRE,S EH N T AH M IY T ER
85279,SCHWALL,SH W AO L
85280,YEAGLEY,Y IY G L IY
85281,NIGGERS,N IH G ER Z
85282,HINCK,HH IH NG K
85283,MANDIBLE,M AE N D AH B AH L
85284,DEPIETRO,D IH P IY T R OW
85285,WORMAN,W ER M AH N
85286,UNCONSOLIDATED,AH N K AH N S AA L AH D EY T IH D
85287,TORMENTED,T AO R M EH N T IH D
85288,WALDSCHMIDT,W AO L D SH M IH T
85289,CLUTTERING,K L AH T ER IH NG
85290,HOLTZMAN,HH OW L T S M AH N
85291,DEVENNY,D EH V IH N IY
85292,DEVILISHLY,D EH V AH L IH SH L IY
85293,ROSSINI,R OW S IY N IY
85294,MATHESON'S,M AE TH AH S AH N Z
85295,DURO,D UH R OW
85296,TIMMERS,T IH M ER Z
85297,LAGOONS,L AH G UW N Z
85298,INTERIM,IH N ER AH M
85299,DOWNPOURS,D AW N P AO R Z
85300,ENDS,EH N D Z
85301,MIMI,M IY M IY
85302,OMNICARE,AA M N IH K EH R
85303,NEWBURGH,N UW B ER G
85304,PRINCIPALITY,P R IH N S IH P AE L IH T IY
85305,THOMPSEN,T AA M P S AH N
85306,VILLARD,V IH L ER D
85307,FINSCHER,F IH N SH ER
85308,FOLLOWING,F AA L OW IH NG
85309,MCQUOWN,M AH K W AW N
85310,GEBHART,G EH B HH AA R T
85311,REINTRODUCING,R IY IH N T R AH D UW S IH NG
85312,UNFUNDED,AH N F AH N D IH D
85313,SCHISLER,SH IH S L ER
85314,MENTAL,M EH N T AH L
85315,POSE,P OW Z
85316,TRUNCATION,T R AH NG K EY SH AH N
85317,SAZAMA,S AA Z AA M AH
85318,SUBCOMMITTEE'S,S AH B K AH M IH T IY Z
85319,OLSHAN,OW L SH AH N
85320,GIOVANNI,JH IY OW V AA N IY
85321,WOOD,W UH D
85322,ELNORA,EH L N AO R AH
85323,HYPHENATES,HH AY F AH N EY T S
85324,SAMURAIS,S AE M ER AY Z
85325,BRIGHTEN,B R AY T AH N
85326,ALBIN,AE L B IH N
85327,WASMUND,W AO Z M AH N D
85328,CINDY'S,S IH N D IY Z
85329,BRAM,B R AE M
85330,PROCUREMENT,P R OW K Y UH R M AH N T
85331,LEVEN,L IY V AH N
85332,WALTON,W AO L T AH N
85333,MASSIE,M AE S IY
85334,BLACKLIST,B L AE K L IH S T
85335,REVOLTED,R IY V OW L T AH D
85336,CROSSLEY,K R AA S L IY
85337,BARTLESTEIN,B AA R T AH L S T AY N
85338,NISEI,N IH S EY
85339,HARITOS,HH EH R IY T OW S
85340,ZAMBITO,Z AA M B IY T OW
85341,CULMINATION,K AH L M AH N EY SH AH N
85342,TOXINS,T AA K S AH N Z
85343,KLOPPENBURG,K L AA P AH N B ER G
85344,KOREAGATE,K ER R IY AH G EY T
85345,UNCONVERTED,AH N K AH N V ER T IH D
85346,DOWEN,D AW AH N
85347,BUSLOADS,B AH S L OW D Z
85348,MACKEY,M AE K IY
85349,HAWAII,HH AH W AY IY
85350,HEIDI'S,HH AY D IY S
85351,ELEKTRIZITAETSWERK,EH L IH K T R IH Z IH T AE T S W ER K
85352,HONORS,AA N ER Z
85353,KANE'S,K EY N Z
85354,TOKUNAGA,T OW K UW N AA G AH
85355,TROUNCED,T R AW N S T
85356,TOYA,T OY AH
85357,ORANGE,AO R AH N JH
85358,VALMEYER,V AE L M AY ER
85359,CEBALLOS,S EY B AA L OW Z
85360,VEGETARIANISM,V EH JH AH T EH R IY AH N IH Z AH M
85361,CARMICHAEL,K AA R M AY K AH L
85362,TOMEO,T OW M IY OW
85363,GOFORTH,G OW F AO R TH
85364,DISAPPEARED,D IH S AH P IH R D
85365,ZISA,Z AY S AH
85366,MERRIE,M EH R IY
85367,KUCHINSKY,K AH CH IH N S K IY
85368,BROUSSARD,B R UW S AA R D
85369,THOUGHTLESS,TH AO T L AH S
85370,LISSA,L IH S AH
85371,SNIVELY,S N AY V L IY
85372,DYNAFAC,D AY N AH F AE K
85373,MARCELLINA,M AA R CH EH L IY N AH
85374,ENTOURAGES,AA N T ER AA ZH AH Z
85375,INFLUENTIAL,IH N F L UW EH N CH AH L
85376,EXERCISER,EH K S ER S AY Z ER
85377,MILLIKEN,M IH L IH K AH N
85378,QUILALI,K W IH L AA L IY
85379,EBLING,EH B L IH NG
85380,ACTIVATING,AE K T AH V EY T IH NG
85381,SMETHURST,S M EH TH ER S T
85382,CAPWELL,K AE P W EH L
85383,BOGGUS,B AA G AH S
85384,DOHA,D OW HH AA
85385,NETS,N EH T S
85386,KINCHEN,K IH NG K AH N
85387,TOCCO,T AA K OW
85388,TANGLE,T AE NG G AH L
85389,IMPINGES,IH M P IH N JH IH Z
85390,BOTELER,B AA T AH L ER
85391,INSKIP,IH N S K IH P
85392,BARBRA,B AA R B R AH
85393,ACTUALLY,AE K CH L IY
85394,SIMA,S IY M AH
85395,COCKRELL,K AA K R AH L
85396,ETERNITY,IH T ER N AH T IY
85397,CRUDDY,K R AH D IY
85398,FERNLIKE,F ER N L AY K
85399,COVERTLY,K OW V ER T L IY
85400,UNPLUGGED,AH N P L AH G D
85401,PULSE,P AH L S
85402,BEDEVILED,B IH D EH V AH L D
85403,CREDO,K R EY D OW
85404,SEQUESTERING,S IH K W EH S T ER IH NG
85405,ADELSTEIN,AE D AH L S T AY N
85406,TESLER,T EH S AH L ER
85407,GALILEE,G AE L AH L IY
85408,CONSTRUCTION,K AH N S T R AH K SH AH N
85409,CZARTORYSKI,S AA R T AO R IY S K IY
85410,MASTERMINDING,M AE S T ER M AY N D IH NG
85411,STEAMIER,S T IY M IY ER
85412,DOODAD,D UW D AE D
85413,POSSEHL,P AA S AH L
85414,AUDITING,AA D AH T IH NG
85415,MIKKOLA,M IH K OW L AH
85416,AVIATOR,EY V IY EY T ER
85417,WRACKING,R AE K IH NG
85418,CHERAMIE,CH EH R AH M IY
85419,EXCESS,EH K S EH S
85420,OVERTAX,OW V ER T AE K S
85421,INSULATING,IH N S AH L EY T IH NG
85422,FRANKENBERGER,F R AE NG K AH N B ER G ER
85423,PREVENTIVE,P R IH V EH N T IH V
85424,TIBBS,T IH B Z
85425,FLUMENBAUM,F L UW M AH N B AW M
85426,REASSIGNMENT,R IY AH S AY N M AH N T
85427,MARKS,M AA R K S
85428,MINERALS',M IH N ER AH L Z
85429,SHARRON,SH AE R AH N
85430,OBVIATES,AA B V IY EY T S
85431,INDETERMINATE,IH N D IH T ER M IH N IH T
85432,NESHEIM,N EH S HH AY M
85433,CLARAN,K L EH R AH N
85434,CUTTINO,K UW T IY N OW
85435,ZURFLUH,Z ER F L UW
85436,FUOCO,F UW OW K OW
85437,PERIA,P EH R IY AH
85438,FELLOWSHIPS,F EH L OW SH IH P S
85439,CHAFFY,CH AE F IY
85440,REVOLUTIONARIES,R EH V AH L UW SH AH N EH R IY Z
85441,NIES,N AY Z
85442,TORMEY,T AO R M IY
85443,GINNELL,JH IH N EH L
85444,DURANT,D UH R AH N T
85445,SCHAUM,SH OW M
85446,INTENTIONS,IH N T EH N CH AH N Z
85447,WITZIG,W IH T Z IH G
85448,CASHED,K AE SH T
85449,KAYLA,K EY L AH
85450,DUPLECHAIN,D UW P L IH SH EY N
85451,GROUNDS,G R AW N Z
85452,BRAZIER,B R EY Z IY ER
85453,WHAN,HH W AE N
85454,SERIOUS,S IH R IY AH S
85455,SHOULTS,SH OW L T S
85456,LEAGUERS,L IY G ER Z
85457,CELEBRATIONS,S EH L AH B R EY SH AH N Z
85458,MANNE,M AE N
85459,JOLLY,JH AA L IY
85460,HOTBEDS,HH AA T B EH D Z
85461,ONSTAD,AA N S T AH D
85462,KRONBERG,K R AA N B ER G
85463,OFFHAND,AO F HH AE N D
85464,AMENDMENT'S,AH M EH N D M AH N T S
85465,HORROR,HH AO R ER
85466,WANDIE,W AA N D IY
85467,TELFORD,T EH L F ER D
85468,DORCAS,D AO R K AH S
85469,CARIE,K EH R IY
85470,HASBROUCK,HH AE Z B R UH K
85471,DECAPITATED,D IY K AE P AH T EY T IH D
85472,CHRONICLING,K R AA N IH K L IH NG
85473,SCHOOLBOY,S K UW L B OY
85474,JEERS,JH IY R Z
85475,ADVISORS,AE D V AY Z ER Z
85476,SETTLING,S EH T L IH NG
85477,BORROW,B AA R OW
85478,SKEES,S K IY Z
85479,STREY,S T R EY
85480,RAFFETTO,R AA F EH T OW
85481,PISTILLI,P IY S T IY L IY
85482,BRIETZKE,B R IY T S K IY
85483,MELCHOR,M EH L CH ER
85484,BATTERSON,B AE T ER S AH N
85485,WINTLE,W IH N T AH L
85486,UNDERSTORY,AH N D ER S T AO R IY
85487,STEPH,S T EH F
85488,UNQUESTIONABLE,AH N K W EH S CH AH N AH B AH L
85489,FORMALIST,F AO R M AH L AH S T
85490,VONDER,V AA N D ER
85491,SORENSEN,S AO R IH N S AH N
85492,PREFERS,P R IH F ER Z
85493,SCICCHITANO,S IH K IH T AA N OW
85494,CHRISTINE'S,K R IH S T IY N Z
85495,ANGLO,AE NG G L OW
85496,FACHET,F AE CH AH T
85497,MINILAB,M IH N IY L AE B
85498,TRUMPOWER,T R AH M P OW ER
85499,PLANE'S,P L EY N Z
85500,MCGIVNEY,M AH G IH V N IY
85501,REUL,R UW L
85502,STANFORD'S,S T AE N F ER D Z
85503,DISPOSSESS,D IH S P AH Z EH S
85504,PARFAIT,P AA R F EY
85505,JOELSON,JH OW L S AH N
85506,PIXELS,P IH K S AH L Z
85507,KEWAUNEE,K Y UW AO N IY
85508,BLOC'S,B L AA K S
85509,KOSTAL,K AA S T AH L
85510,GREEN,G R IY N
85511,SUFFRAGETTES,S AH F R AH JH EH T S
85512,ROSA'S,R OW Z AH Z
85513,CONNOTES,K AH N OW T S
85514,ADELLE,AH D EH L
85515,BILBRO,B IY L B R OW
85516,REFILL,R IY F IH L
85517,KUAN,K W AA N
85518,BLOOMS,B L UW M Z
85519,KARMA,K AA R M AH
85520,KNIFINGS,N AY F IH NG Z
85521,OKONIEWSKI,OW K AA N IY EH F S K IY
85522,VILNIUS,V IH L N IY AH S
85523,SPYCHALSKI,S P IH HH AA L S K IY
85524,UYEHARA,UW Y EY HH AA R AH
85525,TYMINSKI,T IH M IH N S K IY
85526,ALCOHOLIC,AE L K AH HH AA L IH K
85527,INTERLOPERS,IH N T ER L OW P ER Z
85528,TUCCIARONE,T UW CH ER OW N IY
85529,CAROLYNE,K EH R AH L IH N
85530,CAMAN,K EY M AH N
85531,CORDOVA,K AO R D OW V AH
85532,GLADD,G L AE D
85533,AFFRICATION,AE F R AH K EY SH AH N
85534,REMEMBERED,R IY M EH M B ER D
85535,ECHOLS,EH K AH L Z
85536,ADJOINING,AH JH OY N IH NG
85537,LEGENT'S,L EH JH AH N T S
85538,BOELENS,B OW L AH N Z
85539,ZYLSTRA,Z IH L S T R AH
85540,ZANE,Z EY N
85541,EXTIRPATED,EH K S T ER P EY T AH D
85542,BAWLED,B AO L D
85543,UNDERSERVE,AH N D ER S ER V
85544,SEDUMS,S EH D AH M Z
85545,UNSPARING,AH N S P EH R IH NG
85546,ZEMBRISKI,Z EH M B R IH S K IY
85547,PREOCCUPATION,P R IY AA K Y AH P EY SH AH N
85548,ERWAY,ER W EY
85549,BOURBEAU,B UH R B OW
85550,NEUBERT,N UW B ER T
85551,HOOKERS,HH UH K ER Z
85552,ENCINO,EH N S IY N OW
85553,DEREGT,D ER EH K T
85554,WREATH,R IY TH
85555,NOVIA,N OW V IY AH
85556,CYNARA,K IH N AA R AH
85557,DUFRESNE,D AH F R EH N
85558,MINT'S,M IH N T S
85559,HIP,HH IH P
85560,MERLINS,M ER L IH N Z
85561,NICOLSON,N IH K OW L S AH N
85562,BEGONIA,B IH G OW N Y AH
85563,BARTO,B AA R T OW
85564,PITCHFORK,P IH CH F AO R K
85565,MALICE,M AE L IH S
85566,REFINER'S,R IH F AY N ER Z
85567,LORDS,L AO R D Z
85568,QUASSIA,K W AA SH IY AH
85569,CONTORT,K AH N T AO R T
85570,WORSHAM,W ER SH AH M
85571,NACHREINER,N AE K R AY N ER
85572,METALWORKING,M EH T AH L W ER K IH NG
85573,BEARS,B EH R Z
85574,SUGGESTS,S AH G JH EH S T S
85575,MADELENA,M AA D EH L EH N AH
85576,NORED,N AO R D
85577,DISNEY'S,D IH Z N IY Z
85578,MORRO,M AO R OW
85579,ANOREXIC,AE N ER EH K S IH K
85580,CHANUKAH,HH AA N AH K AH
85581,BOURNIAS,B AO R N IY AH S
85582,EXCESSIVELY,IH K S EH S IH V L IY
85583,AIRSHIPS,EH R SH IH P S
85584,STROBRIDGE,S T R AA B R IH JH
85585,FARRAH,F EH R AH
85586,COURTEAU,K ER T OW
85587,BREATHED,B R IY DH D
85588,AENEID,AH N IY IH D
85589,HEANEY,HH IY N IY
85590,PROCAINE,P R OW K EY N
85591,KADRMAS,K AE D ER M AA Z
85592,DISCLOSING,D IH S K L OW Z IH NG
85593,ILSLEY,IH L Z L IY
85594,ESPOUSES,IH S P AW S IH Z
85595,HERBICIDE,ER B IH S AY D
85596,TASTELESS,T EY S T L AH S
85597,GOOD-HEARTEDLY,G UH D HH AA R T IH D L IY
85598,MASAKO,M AH S AA K OW
85599,BIJUR,B IY ZH UH R
85600,ECKENFELDER,EH K AH N F EH L D ER
85601,BAILEYS,B EY L IY Z
85602,LEXMARK,L EH K S M AA R K
85603,PARES,P EH R Z
85604,HAEGER,HH EH G ER
85605,PILCH,P IH L CH
85606,BRIDGEHEAD,B R IH JH HH EH D
85607,SAPPING,S AE P IH NG
85608,ARRHYTHMIAS,ER IH DH M IY AH Z
85609,ERWINA,ER V AY N AH
85610,PERSONALITY,P ER S AH N AE L IH T IY
85611,BONOBOS,B AA N AH B AH Z
85612,FILA,F AY L AH
85613,SLOBBERING,S L AA B ER IH NG
85614,IRONIZED,AY ER N AY Z D
85615,PEMBLETON,P EH M B AH L T AA N
85616,LIGHTER,L AY T ER
85617,OVERCROWDS,OW V ER K R AW D Z
85618,GERVAIS,ZH ER V EY
85619,SATHYAVAGISWARAN,S AE TH Y AH V AA G IH S W AA R AH N
85620,BISKUP,B IH S K AH P
85621,LUKASZEWSKI,L AH K AH SH EH F S K IY
85622,ISHIMURA,IY SH IH M UW R AH
85623,UMANSKY,AH M AE N S K IY
85624,FUSION,F Y UW ZH AH N
85625,DUBERSTEIN,D UW B ER S T AY N
85626,CAMERAMEN,K AE M ER AH M EH N
85627,VIOLATION,V AY AH L EY SH AH N
85628,DUNG,D AH NG
85629,HIPPOCAMPUS,HH IH P OW K AE M P AH S
85630,GVARYAHU,G AH V EH R Y AA HH UW
85631,HOELZEL,HH OW L Z AH L
85632,HOLINESS,HH OW L IY N AH S
85633,OLIVO,AO L IY V OW
85634,RETREATED,R IY T R IY T AH D
85635,ARVEY,AA R V IY
85636,PACTS,P AE K S
85637,FALLA,F AE L AH
85638,BRINKSMANSHIP,B R IH NG K S M AH N SH IH P
85639,CONVERGING,K AH N V ER JH IH NG
85640,HUTTNER,HH AH T N ER
85641,LASHWAY,L AE SH W EY
85642,DORMINEY,D AO R M IH N IY
85643,ALARMED,AH L AA R M D
85644,EILEY,AY L IY
85645,HISTIDINE,HH IH S T AH D IY N
85646,WARLEY,W AO R L IY
85647,TRIBUTARY,T R IH B Y AH T EH R IY
85648,SWIFTLY,S W IH F T L IY
85649,GOODBY,G UH D B AY
85650,GEITZ,G AY T S
85651,PASTELS,P AE S T EH L Z
85652,AUTOGRAPH,AO T AH G R AE F
85653,LAPLAND,L AE P L AE N D
85654,VRADENBURG,V R EY D AH N B ER G
85655,GRAVITATION,G R AE V IH T EY SH AH N
85656,GLOBALIZE,G L OW B AH L AY Z
85657,ALTIMETRY,AE L T IH M AH T R IY
85658,PREROGATIVES,P ER AA G AH T IH V Z
85659,SOK,S AA K
85660,WITNESSED,W IH T N AH S T
85661,HERLING,HH ER L IH NG
85662,THOREAU,TH ER OW
85663,YOURSELVES,Y AO R S EH L V Z
85664,ROHRBACK,R AO R B AE K
85665,CLEMENTES,K L AH M EH N T IY Z
85666,DARNED,D AA R N D
85667,DONALDSON,D AA N AH L D S AH N
85668,P.S,P IY Z
85669,DREARINESS,D R IY R IY N AH S
85670,FLOURISHING,F L ER IH SH IH NG
85671,OLANO,AH L AA N OW
85672,GALLIHER,G AE L IH HH ER
85673,TRUMAN'S,T R UW M AH N Z
85674,WADERS,W EY D ER Z
85675,FERMENTA,F ER M EH N AH
85676,BASTION,B AE S CH AH N
85677,HEBE,HH IY B
85678,NORDSTROMS,N AO R D S T R AH M Z
85679,SIMON,S AY M AH N
85680,DAYTIMES,D EY T AY M Z
85681,GISI,JH IY S IY
85682,FOULDS,F OW L D Z
85683,LIASSON,L AY AH S AH N
85684,SELF-PROFESSED,S EH L F P R AH F EH S T
85685,IRREMEDIABLE,IH R IH M IY D IY AH B AH L
85686,MIDWIVES,M IH D W AY V Z
85687,YIGAL,Y IH G AA L
85688,DEVOURS,D IH V AW ER Z
85689,MOYA,M OY AH
85690,DIABETICS,D AY AH B EH T IH K S
85691,GEOID,JH IY OY D
85692,CONTROLLABLE,K AH N T R OW L AH B AH L
85693,COMMUNICATED,K AH M Y UW N AH K EY T IH D
85694,FALCK,F AE L K
85695,BORCK,B AO R K
85696,MACEDO,M AH S EY D OW
85697,EXPERIMENTING,EH K S P EH R AH M EH N IH NG
85698,BELLOTTI,B EH L OW T IY
85699,BACILLUS,B AH S IH L AH S
85700,BEUTLER,B OY T AH L ER
85701,COMMISSO,K OW M IY S OW
85702,RAHAL,R AH HH AA L
85703,SLIP-ON,S L IH P AA N
85704,DAVERSA,D AA V EH R S AH
85705,SECONDS,S EH K AH N Z
85706,FRANCK,F R AE NG K
85707,OVEN,AH V AH N
85708,JANAS,JH AE N AH Z
85709,ABKHAZIA,AE B K AE Z Y AH
85710,LIEGE,L IY JH
85711,LANN,L AE N
85712,TWIGS,T W IH G Z
85713,CONCENTRATED,K AA N S AH N T R EY T AH D
85714,CRIGER,K R AY JH ER
85715,TECHNIQUES,T EH K N IY K S
85716,RAPTLY,R AE P T L IY
85717,LYKINS,L IH K AH N Z
85718,TCHAIKOVSKY'S,CH AY K AA F S K IY Z
85719,ENTERTAINS,EH N T ER T EY N Z
85720,MIKKELSON,M IH K IH L S AH N
85721,MENIAL,M IY N IY AH L
85722,BOSH,B AA SH
85723,STATIST,S T EY T IH S T
85724,BEGAT,B IH G AE T
85725,OLKOWSKI,OW L K AO F S K IY
85726,MAHEU,M AE HH Y UW
85727,SAUDER,S AO D ER
85728,JOHNSEN,JH AA N S AH N
85729,HYGIENISTS,HH AY G IY N IH S T S
85730,ZHU,ZH UW
85731,MALPRACTICE,M AE L P R AE K T AH S
85732,GREENLEY,G R IY N L IY
85733,HOOF,HH UW F
85734,ANDALUSIAN,AE N D AH L UW SH AH N
85735,BRISTER,B R IH S T ER
85736,ZABEL,Z EY B AH L
85737,TONI,T OW N IY
85738,CASTILLEJA,K AA S T IY L EY Y AH
85739,TENANCY,T EH N AH N S IY
85740,MANVEL,M AE N V AH L
85741,REFLEXES,R IY F L EH K S AH Z
85742,KARST,K AA R S T
85743,LOATHSOME,L OW TH S AH M
85744,INOCULATIONS,IH N AA K Y AH L EY SH AH N Z
85745,POGGI,P AA JH IY
85746,PETERSON'S,P IY T ER S AH N Z
85747,EWING'S,Y UW IH NG Z
85748,BELLOWING,B EH L OW IH NG
85749,ROZEMA,R AH Z IY M AH
85750,SCHNEIDERS',SH N AY D ER Z
85751,SINKFIELD,S IH NG K F IY L D
85752,AGRICOLA,AE G R IH K OW L AH
85753,ACCUTANE,AE K Y UW T EY N
85754,WHIPLASH,HH W IH P L AE SH
85755,GEORGIE,JH AO R JH IY
85756,BANE,B EY N
85757,BERAN,B EH R AH N
85758,LIEBER,L IY B ER
85759,HOOLIHAN'S,HH UW L IH HH AE N Z
85760,HAGGLING,HH AE G AH L IH NG
85761,ROSEMAN,R OW Z M AH N
85762,IMMACULATELY,IH M AE K Y AH L AH T L IY
85763,KUNTZMAN,K AH N T S M AH N
85764,KASSEL,K AE S AH L
85765,MISKE,M IH S K
85766,CHE,CH EY
